ts_utc,node_id,node_label,zone,pm1_ug_m3,pm25_ug_m3,pm10_ug_m3,pm25_nowcast,co_ppm,co2_ppm,no2_ppb,temperature_c,humidity_pct,wind_speed_ms,wind_direction,pressure_hpa,rain_mm,wind_chill_c,aqi,aqi_pm25,aqi_pm10,aqi_co,aqi_nowcast,aqi_category,health_risk_score,event_active,event_type
2026-03-04T12:58:05.312884+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,21.5,34.6,70.0,40.9,1.51,499.5,12.4,22.4,65.6,4.48,278.6,907.5,0.0,22.4,99,99,58,17,114,Moderate,12.2,0,waste_burning
2026-03-04T12:58:06.130461+00:00,N5_Tokha,Tokha - Rural Rim,rural,10.7,19.0,63.0,20.8,0.95,455.0,12.3,20.8,63.8,2.43,84.6,910.6,0.0,20.8,69,69,55,11,73,Moderate,9.4,0,waste_burning
2026-03-04T12:58:21.960897+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,84.0,140.3,133.3,126.3,3.55,578.6,36.9,20.5,52.0,2.73,52.9,912.1,0.0,20.5,216,216,90,40,202,Very Unhealthy,26.2,0,traffic_jam
2026-03-04T12:58:22.822565+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,191.8,344.6,492.1,362.4,15.31,549.9,47.9,21.4,52.0,4.94,169.7,909.6,0.0,21.4,500,500,376,198,500,Hazardous,67.8,1,waste_burning
2026-03-04T12:58:23.642995+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,46.7,74.5,118.7,73.5,2.44,490.5,38.4,22.0,51.6,2.0,187.4,911.1,0.0,22.0,164,164,83,28,164,Unhealthy,21.4,0,festival
2026-03-04T12:58:24.468977+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,34.0,53.3,80.6,47.0,1.89,461.1,20.8,23.9,63.7,1.9,198.7,911.3,0.0,23.9,145,145,64,21,129,Unhealthy for Sensitive Groups,17.1,0,waste_burning
2026-03-04T12:58:25.383486+00:00,N5_Tokha,Tokha - Rural Rim,rural,12.5,19.9,77.6,20.5,1.05,467.1,16.7,19.9,62.8,2.15,53.7,911.1,0.0,19.9,71,71,62,12,72,Moderate,10.3,0,waste_burning
2026-03-04T12:58:41.179884+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,75.4,119.3,130.2,124.2,3.61,556.0,34.4,21.4,59.5,2.2,79.3,910.6,0.0,21.4,196,196,88,41,199,Unhealthy,24.3,0,traffic_jam
2026-03-04T12:58:41.979448+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,248.9,439.3,664.0,400.9,15.34,523.9,37.7,19.6,46.3,2.17,41.0,910.5,0.0,19.6,500,500,500,199,500,Hazardous,71.7,1,waste_burning
2026-03-04T12:58:42.791758+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,45.9,74.4,123.5,73.9,2.42,491.3,19.0,21.4,57.3,2.09,73.8,909.4,0.0,21.4,164,164,85,28,164,Unhealthy,19.5,0,festival
2026-03-04T12:58:43.612360+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,26.9,44.1,103.0,45.6,1.53,483.9,15.9,22.1,64.2,1.19,228.9,907.6,0.0,22.1,122,122,75,17,126,Unhealthy for Sensitive Groups,15.0,0,waste_burning
2026-03-04T12:58:44.414443+00:00,N5_Tokha,Tokha - Rural Rim,rural,16.3,24.1,64.8,21.9,1.33,458.0,17.7,19.1,63.5,3.3,347.2,909.6,0.0,19.1,79,79,56,15,75,Moderate,10.9,0,waste_burning
2026-03-04T12:59:00.220048+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,98.6,145.4,157.1,131.0,3.23,562.4,34.6,21.3,47.7,1.03,96.6,911.1,0.0,21.3,221,221,102,37,206,Very Unhealthy,26.7,0,traffic_jam
2026-03-04T12:59:01.124487+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,324.2,483.0,745.4,442.0,15.04,506.0,42.9,21.0,47.8,0.6,189.3,908.5,0.0,21.0,500,500,500,194,500,Hazardous,72.1,1,waste_burning
2026-03-04T12:59:01.919079+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,48.1,77.5,135.9,75.6,2.05,498.3,18.2,22.1,59.6,2.53,254.9,907.4,0.0,22.1,166,166,91,23,165,Unhealthy,19.7,0,festival
2026-03-04T12:59:02.715380+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,32.1,48.3,108.6,46.5,1.7,480.1,20.6,23.4,65.8,0.99,122.6,910.7,0.0,23.4,133,133,78,19,128,Unhealthy for Sensitive Groups,16.6,0,waste_burning
2026-03-04T12:59:03.520695+00:00,N5_Tokha,Tokha - Rural Rim,rural,8.5,15.1,79.0,19.2,1.35,448.2,12.8,19.5,64.2,2.0,64.1,908.8,0.0,19.5,63,62,63,15,70,Moderate,9.4,0,waste_burning
2026-03-04T12:59:19.321961+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,59.2,100.6,141.5,121.5,3.65,575.1,33.1,21.4,55.7,4.62,160.0,910.2,0.0,21.4,183,183,94,41,197,Unhealthy,23.4,0,traffic_jam
2026-03-04T12:59:20.166947+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,282.4,501.0,778.6,471.5,15.22,510.2,44.7,20.9,56.2,0.0,298.9,907.9,0.0,20.9,500,500,500,197,500,Hazardous,72.3,1,waste_burning
2026-03-04T12:59:20.986254+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,45.5,80.4,108.4,77.4,2.34,493.8,19.8,22.0,66.2,1.93,331.3,908.9,0.0,22.0,168,168,77,27,166,Unhealthy,19.6,0,festival
2026-03-04T12:59:21.805491+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,22.9,41.2,80.7,44.5,1.7,491.2,22.3,23.2,60.4,2.44,143.8,910.1,0.0,23.2,115,115,64,19,123,Unhealthy for Sensitive Groups,14.8,0,waste_burning
2026-03-04T12:59:22.624996+00:00,N5_Tokha,Tokha - Rural Rim,rural,15.4,27.6,84.1,22.9,1.55,442.9,9.9,19.4,60.3,1.14,311.9,910.2,0.0,19.4,85,85,65,18,77,Moderate,11.1,0,waste_burning
2026-03-04T12:59:38.422236+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,85.9,146.3,160.2,129.4,3.77,551.6,37.4,21.5,55.5,0.0,268.2,908.4,0.0,21.5,222,222,104,43,205,Very Unhealthy,27.4,0,traffic_jam
2026-03-04T12:59:39.215792+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,231.6,406.7,637.3,439.2,14.58,529.9,44.2,21.6,45.2,2.97,113.4,908.7,0.0,21.6,500,500,500,186,500,Hazardous,71.9,1,waste_burning
2026-03-04T12:59:40.006389+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,41.9,71.3,72.9,75.1,2.74,492.5,22.6,23.0,57.4,4.56,69.4,909.6,0.0,23.0,162,162,60,31,165,Unhealthy,18.9,0,festival
2026-03-04T12:59:40.798578+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,24.4,37.0,89.1,41.8,1.88,485.0,13.8,22.5,64.4,2.53,52.7,910.4,0.0,22.5,105,105,68,21,117,Unhealthy for Sensitive Groups,13.3,0,waste_burning
2026-03-04T12:59:41.595428+00:00,N5_Tokha,Tokha - Rural Rim,rural,11.3,18.9,83.1,21.1,1.08,448.8,13.0,19.3,66.6,1.72,250.2,910.4,0.0,19.3,69,69,65,12,73,Moderate,9.9,0,waste_burning
2026-03-04T12:59:57.389607+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,66.1,110.4,126.4,123.4,3.67,569.0,27.9,20.7,67.8,3.36,309.4,908.6,1.09,20.7,189,189,86,42,199,Unhealthy,23.0,0,traffic_jam
2026-03-04T12:59:58.263339+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,227.6,384.3,586.8,411.8,14.74,524.6,47.6,20.6,53.0,3.81,55.4,911.7,0.0,20.6,500,500,481,189,500,Hazardous,71.6,1,waste_burning
2026-03-04T12:59:59.067564+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,44.9,77.9,131.9,76.2,2.56,500.2,29.7,22.6,59.1,1.51,227.4,908.6,0.0,22.6,167,167,89,29,166,Unhealthy,21.0,0,festival
2026-03-04T12:59:59.902240+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,29.9,44.2,81.2,42.7,1.92,482.8,16.8,23.0,62.7,3.17,349.5,909.6,0.0,23.0,122,122,64,22,119,Unhealthy for Sensitive Groups,14.9,0,waste_burning
2026-03-04T13:00:00.821755+00:00,N5_Tokha,Tokha - Rural Rim,rural,8.7,13.2,71.8,17.1,1.71,468.1,12.0,19.3,60.8,3.02,78.8,911.3,0.0,19.3,59,59,59,19,66,Moderate,9.0,0,waste_burning
2026-03-04T13:00:16.643466+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,84.5,126.7,156.4,124.5,3.48,552.1,35.0,22.5,51.4,1.14,232.6,909.0,0.0,22.5,202,202,102,40,199,Very Unhealthy,25.3,0,traffic_jam
2026-03-04T13:00:17.430847+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,67.7,100.5,142.8,256.1,3.46,524.4,27.4,20.7,48.2,3.13,91.2,908.9,0.0,20.7,183,183,94,39,362,Unhealthy,22.7,0,waste_burning
2026-03-04T13:00:18.219401+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,104.3,172.2,233.9,124.3,8.61,483.8,68.5,21.1,55.4,2.32,296.6,908.5,0.0,21.1,247,247,140,92,199,Very Unhealthy,35.9,1,traffic_jam
2026-03-04T13:00:19.008506+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,21.0,35.4,92.7,40.1,1.82,478.7,11.8,23.4,62.1,1.85,22.4,913.2,0.0,23.4,100,100,70,21,112,Moderate,12.8,0,waste_burning
2026-03-04T13:00:19.802060+00:00,N5_Tokha,Tokha - Rural Rim,rural,9.9,16.1,62.1,16.6,0.74,461.3,15.1,19.5,61.6,3.81,50.7,907.9,0.0,19.5,64,64,55,8,65,Moderate,9.2,0,waste_burning
2026-03-04T13:00:35.697860+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,76.2,114.4,137.0,121.3,4.08,568.4,30.0,21.8,55.2,3.4,76.2,908.1,0.0,21.8,192,192,92,46,197,Unhealthy,23.9,0,traffic_jam
2026-03-04T13:00:36.661031+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,57.5,92.5,133.4,174.3,3.35,517.9,34.8,20.6,49.7,2.57,104.1,910.4,0.0,20.6,177,177,90,38,249,Unhealthy,22.8,0,waste_burning
2026-03-04T13:00:37.691654+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,110.4,188.7,264.6,156.5,8.01,506.3,76.4,22.8,56.8,1.22,328.8,909.7,0.0,22.8,264,264,156,86,232,Very Unhealthy,38.4,1,traffic_jam
2026-03-04T13:00:38.607214+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,17.4,28.8,81.8,34.4,1.57,474.6,8.1,23.0,59.3,5.2,134.9,910.4,0.0,23.0,88,88,64,18,98,Moderate,11.1,0,waste_burning
2026-03-04T13:00:39.415974+00:00,N5_Tokha,Tokha - Rural Rim,rural,10.9,19.0,75.7,17.8,1.11,462.7,13.4,20.3,62.5,2.36,307.1,909.2,0.0,20.3,69,69,61,13,67,Moderate,9.8,0,waste_burning
2026-03-04T13:13:19.281599+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,75.8,112.2,128.8,112.2,3.47,545.3,27.3,20.2,53.5,3.74,13.2,912.1,0.0,20.2,191,191,88,39,191,Unhealthy,23.1,0,none
2026-03-04T13:13:21.788885+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,46.5,69.3,188.6,69.3,2.88,531.8,34.5,20.6,52.3,0.92,339.1,907.8,0.0,20.6,161,161,118,33,161,Unhealthy,22.4,0,none
2026-03-04T13:13:22.571206+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,36.5,62.0,67.7,62.0,2.17,495.2,29.4,22.3,56.1,5.1,236.9,912.0,0.0,22.3,156,156,57,25,156,Unhealthy,18.7,0,none
2026-03-04T13:13:23.359136+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,23.6,38.5,73.7,38.5,1.74,468.5,18.8,23.3,58.8,3.14,150.5,908.2,0.0,23.3,108,108,60,20,108,Unhealthy for Sensitive Groups,13.7,0,none
2026-03-04T13:13:24.161604+00:00,N5_Tokha,Tokha - Rural Rim,rural,10.1,16.0,70.7,16.0,0.99,444.6,7.8,19.2,58.5,3.7,9.7,908.2,0.0,19.2,64,64,59,11,64,Moderate,8.7,0,none
2026-03-04T13:13:39.986506+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,78.4,128.6,138.2,121.0,3.81,564.5,36.6,21.0,55.9,1.88,100.4,910.1,0.0,21.0,204,204,92,43,197,Very Unhealthy,25.4,0,none
2026-03-04T13:13:40.852422+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,68.5,103.2,155.0,89.6,2.86,521.3,29.6,20.8,50.0,2.14,290.0,908.3,0.0,20.8,184,184,101,32,175,Unhealthy,23.0,0,none
2026-03-04T13:13:41.635310+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,29.8,45.9,73.1,52.7,2.41,493.7,28.5,21.1,77.8,3.86,179.6,911.2,4.29,21.1,127,127,60,27,143,Unhealthy for Sensitive Groups,16.5,0,none
2026-03-04T13:13:42.431856+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,26.8,40.0,93.6,39.3,2.51,491.3,26.4,22.3,56.5,2.55,287.7,908.0,0.0,22.3,112,112,70,29,110,Unhealthy for Sensitive Groups,15.6,0,none
2026-03-04T13:13:43.309011+00:00,N5_Tokha,Tokha - Rural Rim,rural,11.7,19.4,66.0,17.9,1.46,464.8,5.0,19.9,63.7,3.12,247.5,911.8,0.0,19.9,70,70,56,17,67,Moderate,9.0,0,none
2026-03-04T13:13:59.132345+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,76.1,130.0,131.4,124.5,3.63,571.3,30.4,21.3,58.9,2.37,219.8,910.5,0.0,21.3,205,205,89,41,199,Very Unhealthy,24.6,0,none
2026-03-04T13:13:59.920847+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,55.3,90.3,121.1,89.9,3.02,545.5,26.9,20.9,46.6,3.1,90.8,910.6,0.0,20.9,175,175,84,34,175,Unhealthy,21.4,0,none
2026-03-04T13:14:01.331992+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,38.9,62.4,97.0,57.0,2.35,487.4,27.8,21.8,58.8,3.66,306.9,910.1,0.0,21.8,156,156,72,27,152,Unhealthy,19.2,0,none
2026-03-04T13:14:02.150423+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,24.9,36.8,76.2,38.4,1.59,472.1,17.4,24.3,56.9,3.59,109.2,909.3,0.0,24.3,104,104,61,18,108,Unhealthy for Sensitive Groups,13.2,0,none
2026-03-04T13:14:02.969329+00:00,N5_Tokha,Tokha - Rural Rim,rural,12.4,19.1,72.7,18.4,1.06,453.9,14.4,19.7,64.6,3.5,50.8,908.4,0.0,19.7,70,70,60,12,68,Moderate,9.9,0,none
2026-03-04T13:14:18.791560+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,81.3,122.7,119.1,123.9,3.99,545.8,42.6,21.4,50.0,2.26,168.0,909.9,0.0,21.4,198,198,83,45,199,Unhealthy,25.2,0,none
2026-03-04T13:14:19.664047+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,358.8,533.4,971.1,326.9,5.98,534.3,48.4,20.5,49.0,1.87,206.5,909.0,0.0,20.5,500,500,500,66,500,Hazardous,67.5,1,brick_kiln
2026-03-04T13:14:21.611397+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,53.6,81.4,117.1,69.0,2.41,511.1,19.8,22.6,56.4,1.72,205.5,910.3,0.0,22.6,169,169,82,27,160,Unhealthy,19.9,0,none
2026-03-04T13:14:22.397540+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,27.3,45.5,103.3,40.7,1.48,469.4,27.1,23.0,65.0,1.92,296.0,910.0,0.0,23.0,126,126,75,17,114,Unhealthy for Sensitive Groups,16.5,0,none
2026-03-04T13:14:23.350604+00:00,N5_Tokha,Tokha - Rural Rim,rural,12.8,19.3,75.9,18.7,1.13,440.2,16.6,19.7,64.4,2.68,19.4,911.4,0.0,19.7,70,70,61,13,69,Moderate,10.2,0,none
2026-03-04T13:14:39.178050+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,80.8,122.4,139.3,123.5,3.46,558.3,45.9,21.1,52.3,1.71,299.7,911.7,0.0,21.1,198,198,93,39,199,Unhealthy,25.7,0,none
2026-03-04T13:14:39.967900+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,354.4,530.0,945.2,431.7,6.44,531.5,56.2,21.2,53.6,2.41,83.7,910.0,0.0,21.2,500,500,500,70,500,Hazardous,68.4,1,brick_kiln
2026-03-04T13:14:40.753913+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,43.4,74.2,138.3,71.4,2.15,518.2,27.8,22.5,57.7,2.02,191.0,912.3,0.0,22.5,164,164,92,24,162,Unhealthy,20.5,0,none
2026-03-04T13:14:41.577637+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,28.3,48.9,100.1,43.5,1.64,472.8,31.9,22.3,61.9,2.76,120.5,908.4,0.0,22.3,134,134,73,19,121,Unhealthy for Sensitive Groups,17.6,0,none
2026-03-04T13:14:42.365747+00:00,N5_Tokha,Tokha - Rural Rim,rural,10.6,16.1,58.8,17.9,1.11,475.4,14.5,20.7,62.8,2.79,193.8,909.7,0.0,20.7,64,64,53,13,67,Moderate,9.2,0,none
2026-03-04T13:14:58.167427+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,78.9,119.9,138.1,122.7,3.73,563.1,36.1,21.3,46.8,2.07,113.9,910.8,0.0,21.3,196,196,92,42,198,Unhealthy,24.7,0,none
2026-03-04T13:14:58.958895+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,318.5,492.5,919.4,462.6,5.97,538.8,49.0,20.9,51.6,2.71,200.3,910.7,0.0,20.9,500,500,500,66,500,Hazardous,67.5,1,brick_kiln
2026-03-04T13:14:59.747510+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,55.6,88.5,116.3,80.1,2.1,511.5,25.4,21.6,54.2,1.52,204.5,910.1,0.0,21.6,174,174,81,24,168,Unhealthy,20.7,0,none
2026-03-04T13:15:00.534060+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,120.6,208.2,435.2,128.2,8.27,477.7,31.9,23.3,62.5,0.86,352.6,909.1,0.0,23.3,312,283,312,89,204,Hazardous,41.9,1,waste_burning
2026-03-04T13:15:01.321644+00:00,N5_Tokha,Tokha - Rural Rim,rural,10.9,19.6,72.4,18.4,1.13,466.2,6.9,19.6,57.8,2.99,312.0,910.9,0.0,19.6,71,71,60,13,68,Moderate,9.3,0,none
2026-03-04T13:15:17.162668+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,70.6,121.3,168.8,122.4,3.35,549.1,35.9,21.9,57.4,2.22,332.9,909.3,0.0,21.9,197,197,108,38,198,Unhealthy,25.2,0,none
2026-03-04T13:15:18.030965+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,303.4,499.9,892.2,481.4,5.93,538.0,44.2,21.0,49.9,2.82,145.8,910.5,0.0,21.0,500,500,500,65,500,Hazardous,67.0,1,brick_kiln
2026-03-04T13:15:18.819872+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,50.1,88.7,115.3,84.3,2.4,492.2,21.0,21.1,50.7,1.77,104.1,911.0,0.0,21.1,174,174,81,27,171,Unhealthy,20.3,0,none
2026-03-04T13:15:19.610215+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,81.4,145.5,320.2,136.9,8.07,477.9,23.7,22.8,58.9,4.59,145.4,909.0,0.0,22.8,221,221,183,87,212,Very Unhealthy,30.9,1,waste_burning
2026-03-04T13:15:20.398929+00:00,N5_Tokha,Tokha - Rural Rim,rural,12.4,21.0,77.7,19.1,0.59,462.1,14.5,19.7,64.7,1.95,133.8,910.1,0.0,19.7,73,73,62,7,70,Moderate,10.0,0,none
2026-03-04T13:15:36.195481+00:00,KTM-AQ-Node-01,Kathmandu - Ratna Park,urban_core,76.9,115.0,136.5,120.9,3.76,554.2,32.3,21.0,60.8,3.26,47.0,910.1,0.0,21.0,193,193,91,43,197,Unhealthy,24.0,0,none
2026-03-04T13:15:37.077408+00:00,N2_Bhaktapur,Bhaktapur - Durbar Square,semi_urban_industrial,337.2,576.3,1070.5,529.0,6.48,523.5,50.7,20.6,51.3,0.47,309.0,909.9,0.0,20.6,500,500,500,71,500,Hazardous,67.9,1,brick_kiln
2026-03-04T13:15:37.865781+00:00,N3_Lalitpur,Lalitpur - Lagankhel,suburban,33.7,55.0,58.6,70.1,2.42,492.5,23.2,20.8,74.5,3.86,178.0,912.9,5.7,20.8,149,149,53,28,161,Unhealthy for Sensitive Groups,17.5,0,none
2026-03-04T13:15:38.653997+00:00,N4_Kirtipur,Kirtipur - TU Campus,peri_urban,117.1,189.0,400.0,163.1,8.9,481.8,33.0,22.9,54.8,1.96,125.8,909.6,0.0,22.9,266,264,266,95,238,Very Unhealthy,38.9,1,waste_burning
